anche	O		
il	O		
senso	O		
divino	O		
della	O		
Sehnsucht	O		
»	O		
,	O		
di	O		
quel	O		
«	O		
desio	O		
»	O		
,	O		
che	O		
è	O		
la	O		
base	O		
della	O		
«	O		
Dante	B-music	Q901873	
-	I-music	Q901873	
Sinfonia	I-music	Q901873	
»	O		
.	O		
«	O		
Desio	O		
»	O		
diverso	O		
dall	O		
’	O		
«	O		
estasi	O		
languida	O		
»	O		
del	O		
Debussy	B-person	Q4700	
;	O		
diverso	O		
fondamentalmente	O		
dal	O		
mistico	O		
scivolare	O		
che	O		
lo	O		
Scriabin	B-person	Q185647	
si	O		
ostina	O		
a	O		
fare	O		
tra	O		
intervalli	O		
di	O		
seconda	O		
e	O		
di	O		
settima	O		
.	O		
«	O		
Desio	O		
»	O		
quasi	O		
dantesco	O		
;	O		
maschio	O		
,	O		
robusto	O		
ed	O		
ardente	O		
,	O		
temperato	O		
da	O		
nobilta	O		
castigat’ssima	O		
di	O		
espressione	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_6			
#document_date:1921			
#sent_text:Avemmo le nove sinfonie in tutte le salse, Lo Schalk presento il povero gran maestro di Bonn tutto smunto e prima della cura del Tot; il Mengelbere dopo fla detta cura, atletico, gladiatorio e con lo sguardo di un salumaio iniettato di birra; il Toscanini, scapigliato, con cravatta floscia, con truce sguardo da tenore rossiniano; il Nikisch in frack nero e gilet bianco, con espressione annoiata di un gran ricevimento ufficiale; il Gui in un accesso di umore nero e perseguitato da acciacchi. 			
Avemmo	O		
le	O		
nove	O		
sinfonie	O		
in	O		
tutte	O		
le	O		
salse	O		
,	O		
Lo	O		
Schalk	B-person	Q79026	
presento	O		
il	O		
povero	O		
gran	B-person	Q255	
maestro	I-person	Q255	
di	I-person	Q255	
Bonn	I-person	Q255	
tutto	O		
smunto	O		
e	O		
prima	O		
della	O		
cura	O		
del	O		
Tot	O		
;	O		
il	O		
Mengelbere	B-person	Q336725	
dopo	O		
fla	O		
detta	O		
cura	O		
,	O		
atletico	O		
,	O		
gladiatorio	O		
e	O		
con	O		
lo	O		
sguardo	O		
di	O		
un	O		
salumaio	O		
iniettato	O		
di	O		
birra	O		
;	O		
il	O		
Toscanini	B-person	Q13003	
,	O		
scapigliato	O		
,	O		
con	O		
cravatta	O		
floscia	O		
,	O		
con	O		
truce	O		
sguardo	O		
da	O		
tenore	O		
rossiniano	O		
;	O		
il	O		
Nikisch	B-person	Q57210	
in	O		
frack	O		
nero	O		
e	O		
gilet	O		
bianco	O		
,	O		
con	O		
espressione	O		
annoiata	O		
di	O		
un	O		
gran	O		
ricevimento	O		
ufficiale	O		
;	O		
il	O		
Gui	B-person	Q920500	
in	O		
un	O		
accesso	O		
di	O		
umore	O		
nero	O		
e	O		
perseguitato	O		
da	O		
acciacchi	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_7			
#document_date:1921			
#sent_text:Due soli direttori ce lo rivelarono col divino sorriso sulle labbra, nella dolce intimita della sua villetta di Baden od al caffé « alla pera d’oro », ci mostrarono un Beethoven buono e semplice: e furono il Guarnieri ed il Wendel. Ma sopratutto il Guarnieri, Beethoven fu disputato a pugni e schiaffi ed i suol poverl panni furono lacerati in una indecorosa gara di maestri cantori.			
Due	O		
soli	O		
direttori	O		
ce	O		
lo	O		
rivelarono	O		
col	O		
divino	O		
sorriso	O		
sulle	O		
labbra	O		
,	O		
nella	O		
dolce	O		
intimita	O		
della	O		
sua	O		
villetta	O		
di	O		
Baden	B-city	Q486450	
od	O		
al	O		
caffé	O		
«	O		
alla	B-facility	NIL	
pera	I-facility	NIL	
d’oro	I-facility	NIL	
»	O		
,	O		
ci	O		
mostrarono	O		
un	O		
Beethoven	B-person	Q255	
buono	O		
e	O		
semplice	O		
:	O		
e	O		
furono	O		
il	O		
Guarnieri	B-person	Q1165357	
ed	O		
il	O		
Wendel	B-person	Q1303289	
.	O		
Ma	O		
sopratutto	O		
il	O		
Guarnieri	B-person	Q1165357	
,	O		
Beethoven	B-person	Q255	
fu	O		
disputato	O		
a	O		
pugni	O		
e	O		
schiaffi	O		
ed	O		
i	O		
suol	O		
poverl	O		
panni	O		
furono	O		
lacerati	O		
in	O		
una	O		
indecorosa	O		
gara	O		
di	O		
maestri	O		
cantori	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_8			
#document_date:1921			
#sent_text:Tre esecuzioni in concorrenza della Quinta sinfonia : buona ma fredda e fiacca quella di Nikisch ; detestabile quella di Mengelberg ; insuperata negli impasti, nella chiarezza e nei coloriti dello strumentale non che nella plasticita dei ritmi e degli accenti e per profondita di sentimento, sebbene tralucente di una cosi spiccata anima direttorialeda poter apparire a taluno alquanto arbitraria, quella di Toscanini.			
Tre	O		
esecuzioni	O		
in	O		
concorrenza	O		
della	O		
Quinta	B-music	Q188709	
sinfonia	I-music	Q188709	
:	O		
buona	O		
ma	O		
fredda	O		
e	O		
fiacca	O		
quella	O		
di	O		
Nikisch	B-person	Q57210	
;	O		
detestabile	O		
quella	O		
di	O		
Mengelberg	B-person	Q336725	
;	O		
insuperata	O		
negli	O		
impasti	O		
,	O		
nella	O		
chiarezza	O		
e	O		
nei	O		
coloriti	O		
dello	O		
strumentale	O		
non	O		
che	O		
nella	O		
plasticita	O		
dei	O		
ritmi	O		
e	O		
degli	O		
accenti	O		
e	O		
per	O		
profondita	O		
di	O		
sentimento	O		
,	O		
sebbene	O		
tralucente	O		
di	O		
una	O		
cosi	O		
spiccata	O		
anima	O		
direttorialeda	O		
poter	O		
apparire	O		
a	O		
taluno	O		
alquanto	O		
arbitraria	O		
,	O		
quella	O		
di	O		
Toscanini	B-person	Q13003	
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_9			
#document_date:1921			
#sent_text:Esclusi dai pubblici favori quasi tutti i romantici: dimenticato Mendelssohn, soppresso Schumann, ridotto alla sola Sinfonia incompiuta lo Schubert, (e si che-essa Sinfonia veniva eseguita anche durante la guerra nei cinamatografi della capitale, che — beati loro — presentano la musica in veste anonima) censurato tutto Berlioz, meno la sinfonietta del « Cellini», quasi scacciato Liszt : nel?anno dantesco non si penso di ridare la gia Roma dal povero Mancinelli			
Esclusi	O		
dai	O		
pubblici	O		
favori	O		
quasi	O		
tutti	O		
i	O		
romantici	O		
:	O		
dimenticato	O		
Mendelssohn	B-person	Q46096	
,	O		
soppresso	O		
Schumann	B-person	Q7351	
,	O		
ridotto	O		
alla	O		
sola	O		
Sinfonia	B-music	Q651383	
incompiuta	I-music	Q651383	
lo	O		
Schubert	B-person	Q7312	
,	O		
(	O		
e	O		
si	O		
che	O		
-	O		
essa	O		
Sinfonia	O		
veniva	O		
eseguita	O		
anche	O		
durante	O		
la	O		
guerra	O		
nei	O		
cinamatografi	O		
della	O		
capitale	O		
,	O		
che	O		
—	O		
beati	O		
loro	O		
—	O		
presentano	O		
la	O		
musica	O		
in	O		
veste	O		
anonima	O		
)	O		
censurato	O		
tutto	O		
Berlioz	B-person	Q1151	
,	O		
meno	O		
la	O		
sinfonietta	O		
del	O		
«	O		
Cellini	B-music	Q277846	
»	O		
,	O		
quasi	O		
scacciato	O		
Liszt	B-person	Q41309	
:	O		
nel?anno	O		
dantesco	O		
non	O		
si	O		
penso	O		
di	O		
ridare	O		
la	O		
gia	O		
Roma	B-city	Q220	
dal	O		
povero	O		
Mancinelli	B-person	Q2754918	

#document_id:Rivista Nazionale di Musica_1921-34-35_10			
#document_date:1921			
#sent_text:Per Seriabin, vi fu un timido tentative diterza Sinfonia, represso da un’ incursione nazionalista nella sala delVPAugusteo; giacché nel massimo tempio dell’ arte musicale, si fa, oltre della musica, anche un po’ di politica, Dopo le fischiate di quest’anno temerario ragionare di Mahler, di Reger, di Bruckner.			
Per	O		
Seriabin	B-person	Q185647	
,	O		
vi	O		
fu	O		
un	O		
timido	O		
tentative	O		
diterza	B-music	Q223538	
Sinfonia	I-music	Q223538	
,	O		
represso	O		
da	O		
un	O		
’	O		
incursione	O		
nazionalista	O		
nella	O		
sala	O		
delVPAugusteo	B-theatre	Q3616668	
;	O		
giacché	O		
nel	O		
massimo	O		
tempio	O		
dell	O		
’	O		
arte	O		
musicale	O		
,	O		
si	O		
fa	O		
,	O		
oltre	O		
della	O		
musica	O		
,	O		
anche	O		
un	O		
po	O		
’	O		
di	O		
politica	O		
,	O		
Dopo	O		
le	O		
fischiate	O		
di	O		
quest’anno	O		
temerario	O		
ragionare	O		
di	O		
Mahler	B-person	Q7304	
,	O		
di	O		
Reger	B-person	Q57139	
,	O		
di	O		
Bruckner	B-person	Q81752	
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_11			
#document_date:1921			
#sent_text:Tornando a ritroso ne’ secoli, troveremo che Mozart rappresentato « ufficialmente » all’Augusteo dalla sola sinfonia di sol min.; Corelli, Vivaldi, Haendel, Bach, da un solo concerto grosso per autore.			
Tornando	O		
a	O		
ritroso	O		
ne	O		
’	O		
secoli	O		
,	O		
troveremo	O		
che	O		
Mozart	B-person	Q254	
rappresentato	O		
«	O		
ufficialmente	O		
»	O		
all’Augusteo	B-theatre	Q3616668	
dalla	O		
sola	O		
sinfonia	B-music	Q231390	
di	I-music	Q231390	
sol	I-music	Q231390	
min	I-music	Q231390	
.	I-music	Q231390	
;	O		
Corelli	B-person	Q164475	
,	O		
Vivaldi	B-person	Q1340	
,	O		
Haendel	B-person	Q7302	
,	O		
Bach	B-person	Q1339	
,	O		
da	O		
un	O		
solo	O		
concerto	O		
grosso	O		
per	O		
autore	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_12			
#document_date:1921			
#sent_text:Coates, allievo di Nikisch, sta per superare il maestro. Non ancora in fatto di sapienza orchestyale, ma in fatto di euritmia, di interpretazione, di quell’arte divina e sottile che avvicina il grande direttore al vrande architetto, ché insegna ad entrambi di cavare degli effetti sorprendenti d’insieme da impercettibili spostamenti di linee e di spazi, I] Coates dovrebbe tornare tra noi con la terza Sinfonia di Scriabin, interrotta nella tragica vigilia di Natale 1920.			
Coates	B-person	Q1230717	
,	O		
allievo	O		
di	O		
Nikisch	B-person	Q57210	
,	O		
sta	O		
per	O		
superare	O		
il	O		
maestro	O		
.	O		
Non	O		
ancora	O		
in	O		
fatto	O		
di	O		
sapienza	O		
orchestyale	O		
,	O		
ma	O		
in	O		
fatto	O		
di	O		
euritmia	O		
,	O		
di	O		
interpretazione	O		
,	O		
di	O		
quell’arte	O		
divina	O		
e	O		
sottile	O		
che	O		
avvicina	O		
il	O		
grande	O		
direttore	O		
al	O		
vrande	O		
architetto	O		
,	O		
ché	O		
insegna	O		
ad	O		
entrambi	O		
di	O		
cavare	O		
degli	O		
effetti	O		
sorprendenti	O		
d’insieme	O		
da	O		
impercettibili	O		
spostamenti	O		
di	O		
linee	O		
e	O		
di	O		
spazi	O		
,	O		
I	O		
]	O		
Coates	B-person	Q1230717	
dovrebbe	O		
tornare	O		
tra	O		
noi	O		
con	O		
la	O		
terza	B-music	Q223538	
Sinfonia	I-music	Q223538	
di	O		
Scriabin	B-person	Q185647	
,	O		
interrotta	O		
nella	O		
tragica	O		
vigilia	O		
di	O		
Natale	B-event	Q19809	
1920	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_13			
#document_date:1921			
#sent_text:Ad onta dei sullodati gravi difetti, la stagione trascorsa è stata una buona stagione. Avemmo tra noi i due pitt grandi direttori giovani, di cut si possa onorare la vecchia Europa: Antonio Guarnieri ed Alberto Coates. IL Guarnieri ha fatto progressi, se per un uomo come lui è ancora possibile farli, Non posa a divo, e speriamo che non Jo faccia mai. Ma fa commuovere e piangere chiunque abbia una sensibilita musicale non da giovane rinoceronte. 			
Ad	O		
onta	O		
dei	O		
sullodati	O		
gravi	O		
difetti	O		
,	O		
la	O		
stagione	O		
trascorsa	O		
è	O		
stata	O		
una	O		
buona	O		
stagione	O		
.	O		
Avemmo	O		
tra	O		
noi	O		
i	O		
due	O		
pitt	O		
grandi	O		
direttori	O		
giovani	O		
,	O		
di	O		
cut	O		
si	O		
possa	O		
onorare	O		
la	O		
vecchia	O		
Europa	B-continent	Q46	
:	O		
Antonio	B-person	Q1165357	
Guarnieri	I-person	Q1165357	
ed	O		
Alberto	B-person	Q2595770	
Coates	I-person	Q2595770	
.	O		
IL	O		
Guarnieri	B-person	Q1165357	
ha	O		
fatto	O		
progressi	O		
,	O		
se	O		
per	O		
un	O		
uomo	O		
come	O		
lui	O		
è	O		
ancora	O		
possibile	O		
farli	O		
,	O		
Non	O		
posa	O		
a	O		
divo	O		
,	O		
e	O		
speriamo	O		
che	O		
non	O		
Jo	O		
faccia	O		
mai	O		
.	O		
Ma	O		
fa	O		
commuovere	O		
e	O		
piangere	O		
chiunque	O		
abbia	O		
una	O		
sensibilita	O		
musicale	O		
non	O		
da	O		
giovane	O		
rinoceronte	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_14			
#document_date:1921			
#sent_text:Nelle variazioni di Brahms e nella « Juventus » del DiSabata il maestro raggiunse varcd, se possibile, 1 limiti dell’ interpretazione creatrice trasformatrice, Seli mosiro poi un’arte sublime sottile di autocritica nell’ esecuzione della Prima sinfonia di Becthoven, che ora si presentO radicalmente trasformata, purificata, resa pi calma e pitt macstosa. Incco un « divo » che non dorme sugli allori, ma lavora, si strugge, si lascia ognora_avvampare da un indestruttibile fuoco interno. Che grande onore per l' Italia i] possedere, contemporaneamente, due giganti come Arturo Toscanini ed Antonio Guarniert Ad onta della poverta estrema del repertorio, avemmo all’Augusteo anche delle novita, La Sinfonia delle Alpi di R. Strauss, molto ben diretta dal Molinari, il direttore modello per la musica moderna pitt difficile e pil astrusa.			
Nelle	O		
variazioni	O		
di	O		
Brahms	B-person	Q7294	
e	O		
nella	O		
«	O		
Juventus	B-music	Q109001794	
»	O		
del	O		
DiSabata	B-person	Q464890	
il	O		
maestro	O		
raggiunse	O		
varcd	O		
,	O		
se	O		
possibile	O		
,	O		
1	O		
limiti	O		
dell	O		
’	O		
interpretazione	O		
creatrice	O		
trasformatrice	O		
,	O		
Seli	O		
mosiro	O		
poi	O		
un’arte	O		
sublime	O		
sottile	O		
di	O		
autocritica	O		
nell	O		
’	O		
esecuzione	O		
della	O		
Prima	B-music	Q163493	
sinfonia	I-music	Q163493	
di	O		
Becthoven	B-person	Q255	
,	O		
che	O		
ora	O		
si	O		
presentO	O		
radicalmente	O		
trasformata	O		
,	O		
purificata	O		
,	O		
resa	O		
pi	O		
calma	O		
e	O		
pitt	O		
macstosa	O		
.	O		
Incco	O		
un	O		
«	O		
divo	O		
»	O		
che	O		
non	O		
dorme	O		
sugli	O		
allori	O		
,	O		
ma	O		
lavora	O		
,	O		
si	O		
strugge	O		
,	O		
si	O		
lascia	O		
ognora_avvampare	O		
da	O		
un	O		
indestruttibile	O		
fuoco	O		
interno	O		
.	O		
Che	O		
grande	O		
onore	O		
per	O		
l	O		
'	O		
Italia	B-country	Q38	
i	O		
]	O		
possedere	O		
,	O		
contemporaneamente	O		
,	O		
due	O		
giganti	O		
come	O		
Arturo	B-person	Q13003	
Toscanini	I-person	Q13003	
ed	O		
Antonio	B-person	Q1165357	
Guarniert	I-person	Q1165357	
Ad	O		
onta	O		
della	O		
poverta	O		
estrema	O		
del	O		
repertorio	O		
,	O		
avemmo	O		
all’Augusteo	B-theatre	Q3616668	
anche	O		
delle	O		
novita	O		
,	O		
La	B-music	Q304423	
Sinfonia	I-music	Q304423	
delle	I-music	Q304423	
Alpi	I-music	Q304423	
di	O		
R.	B-person	Q13894	
Strauss	I-person	Q13894	
,	O		
molto	O		
ben	O		
diretta	O		
dal	O		
Molinari	B-person	Q2619703	
,	O		
il	O		
direttore	O		
modello	O		
per	O		
la	O		
musica	O		
moderna	O		
pitt	O		
difficile	O		
e	O		
pil	O		
astrusa	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_15			
#document_date:1921			
#sent_text:Per citare qualche csempio riferiamo che musiche del Santoliquide, del Sorima, del Tarantini, del Ricci-Signorini... e poi del Fano, dell’Agostini, del Panizza, dello Zanella, dell’ Alfano, del Marinuzzi, del Guarnieri, del Savasta,,. attendono un giudizio del cosidetto Comdtato di lettura od il turno dell’esecuzione. 			
Per	O		
citare	O		
qualche	O		
csempio	O		
riferiamo	O		
che	O		
musiche	O		
del	O		
Santoliquide	B-person	Q3817387	
,	O		
del	O		
Sorima	B-person	NIL	
,	O		
del	O		
Tarantini	B-person	NIL	
,	O		
del	O		
Ricci	B-person	Q11906082	
-	I-person	Q11906082	
Signorini	I-person	Q11906082	
...	O		
e	O		
poi	O		
del	O		
Fano	B-person	Q3779156	
,	O		
dell’Agostini	B-person	Q3855836	
,	O		
del	O		
Panizza	B-person	Q3762212	
,	O		
dello	O		
Zanella	B-person	Q3614326	
,	O		
dell	O		
’	O		
Alfano	B-person	Q312638	
,	O		
del	O		
Marinuzzi	B-person	Q3106818	
,	O		
del	O		
Guarnieri	B-person	Q1165357	
,	O		
del	O		
Savasta	B-person	Q3620163	
,	O		
,	O		
.	O		
attendono	O		
un	O		
giudizio	O		
del	O		
cosidetto	O		
Comdtato	O		
di	O		
lettura	O		
od	O		
il	O		
turno	O		
dell’esecuzione	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_16			
#document_date:1921			
#sent_text:Una messa di P. G, Fabbri a Firenze Tl 29 Maggio us, si eseguita nella Chiesa monumentale di S. Salvatore al Monte una grandiosa Messa per coro a tre voci dispari, quintetto ad archi ed organo del Maestro P. G, /abbri dei Minori, organista nella suddetta Chiesa e giovane compositore, che provenendo da scuola seria e moalle Croci derna, si avvia decisamente ad una luminosa e sicura carriera artistica.			
Una	O		
messa	O		
di	O		
P.	B-person	NIL	
G	I-person	NIL	
,	I-person	NIL	
Fabbri	I-person	NIL	
a	O		
Firenze	B-city	Q2044	
Tl	O		
29	O		
Maggio	O		
us	O		
,	O		
si	O		
eseguita	O		
nella	O		
Chiesa	B-worship-place	Q2220029	
monumentale	I-worship-place	Q2220029	
di	I-worship-place	Q2220029	
S.	I-worship-place	Q2220029	
Salvatore	I-worship-place	Q2220029	
al	I-worship-place	Q2220029	
Monte	I-worship-place	Q2220029	
una	O		
grandiosa	O		
Messa	B-music	NIL	
per	I-music	NIL	
coro	I-music	NIL	
a	I-music	NIL	
tre	I-music	NIL	
voci	I-music	NIL	
dispari	I-music	NIL	
,	O		
quintetto	O		
ad	O		
archi	O		
ed	O		
organo	O		
del	O		
Maestro	O		
P	B-person	NIL	
.	I-person	NIL	
G	I-person	NIL	
,	I-person	NIL	
/abbri	I-person	NIL	
dei	I-person	NIL	
Minori	I-person	NIL	
,	O		
organista	O		
nella	O		
suddetta	O		
Chiesa	O		
e	O		
giovane	O		
compositore	O		
,	O		
che	O		
provenendo	O		
da	O		
scuola	O		
seria	O		
e	O		
moalle	O		
Croci	O		
derna	O		
,	O		
si	O		
avvia	O		
decisamente	O		
ad	O		
una	O		
luminosa	O		
e	O		
sicura	O		
carriera	O		
artistica	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_17			
#document_date:1921			
#sent_text:Li Inno trionfale, eseguito all’ Offertorio, è un brano dell’Oratorio « Le sette parole » per coro e grand’orchestra, ridotto dall’Autore per quintetto ed organo: esso risulta composto di un fugato a due temi, dei quali uno esposto dagli archi e l’altro dall’organo, dipoi fondentisi ed intrecciantisi in ampio svolgiche si mento di effetto veramente meraviglioso.			
Li	O		
Inno	B-music	NIL 	
trionfale	I-music	NIL 	
,	O		
eseguito	O		
all	O		
’	O		
Offertorio	O		
,	O		
è	O		
un	O		
brano	O		
dell’Oratorio	O		
«	O		
Le	B-music	Q1219505	
sette	I-music	Q1219505	
parole	I-music	Q1219505	
»	I-music	Q1219505	
per	I-music	Q1219505	
coro	I-music	Q1219505	
e	I-music	Q1219505	
grand’orchestra	I-music	Q1219505	
,	O		
ridotto	O		
dall’Autore	O		
per	O		
quintetto	O		
ed	O		
organo	O		
:	O		
esso	O		
risulta	O		
composto	O		
di	O		
un	O		
fugato	O		
a	O		
due	O		
temi	O		
,	O		
dei	O		
quali	O		
uno	O		
esposto	O		
dagli	O		
archi	O		
e	O		
l’altro	O		
dall’organo	O		
,	O		
dipoi	O		
fondentisi	O		
ed	O		
intrecciantisi	O		
in	O		
ampio	O		
svolgiche	O		
si	O		
mento	O		
di	O		
effetto	O		
veramente	O		
meraviglioso	O		
.	O		

#document_id:Rivista Nazionale di Musica_1921-34-35_18			
#document_date:1921			
#sent_text:l migliore successo ha coronato Ja interessante audizione preceduta da attesa vivissima, Cronache Wotizie Dopo la prima conferenza su « La Musica dell’Antichité e del Medio Evo » Tancredi Mantovani ha nuovamente parlato nella il chiaro [collega principesca sala di Palazzo Doria Pamphily, concessa all? Athenaewm, romano, trattando con la nota sua competenza de « La Musica dal Rinascimento alepoca moderna ».			
l	O		
migliore	O		
successo	O		
ha	O		
coronato	O		
Ja	O		
interessante	O		
audizione	O		
preceduta	O		
da	O		
attesa	O		
vivissima	O		
,	O		
Cronache	O		
Wotizie	O		
Dopo	O		
la	O		
prima	O		
conferenza	O		
su	O		
«	O		
La	B-book	NIL	
Musica	I-book	NIL	
dell’Antichité	I-book	NIL	
e	I-book	NIL	
del	I-book	NIL	
Medio	I-book	NIL	
Evo	I-book	NIL	
»	O		
Tancredi	B-person	NIL	
Mantovani	I-person	NIL	
ha	O		
nuovamente	O		
parlato	O		
nella	O		
il	O		
chiaro	O		
[	O		
collega	O		
principesca	O		
sala	O		
di	O		
Palazzo	B-building	Q385387	
Doria	I-building	Q385387	
Pamphily	I-building	Q385387	
,	O		
concessa	O		
all	O		
?	O		
Athenaewm	O		
,	O		
romano	O		
,	O		
trattando	O		
con	O		
la	O		
nota	O		
sua	O		
competenza	O		
de	O		
«	O		
La	B-book	NIL	
Musica	I-book	NIL	
dal	I-book	NIL	
